datetime,difficulty
2021-08-28 00:00:00,3860484109369344
2021-08-27 00:00:00,3847131085872242
2021-08-26 00:00:00,3789561314410496
2021-08-25 00:00:00,3583591862763520
2021-08-24 00:00:00,3323934723393309
2021-08-23 00:00:00,3098867490881536
2021-08-22 00:00:00,2875860411016078
2021-08-21 00:00:00,2774188095963136
2021-08-20 00:00:00,2535570241632484
2021-08-19 00:00:00,2280578301704420
2021-08-18 00:00:00,2114180471586816
2021-08-17 00:00:00,2120274940701355
2021-08-16 00:00:00,2223822396719104
2021-08-15 00:00:00,2284969458372153
2021-08-14 00:00:00,2327684638048256
2021-08-13 00:00:00,2366569929768960
2021-08-12 00:00:00,2351263203196928
2021-08-11 00:00:00,2331583126175744
2021-08-10 00:00:00,2361275666748758
2021-08-09 00:00:00,2364412245573632
2021-08-08 00:00:00,2165475266002944
2021-08-07 00:00:00,1851355048181760
2021-08-06 00:00:00,1473319811416064
2021-08-05 00:00:00,1367407289900146
2021-08-04 00:00:00,1336581832398165
2021-08-03 00:00:00,1339114968317952
2021-08-02 00:00:00,1452673903624192
2021-08-01 00:00:00,1457534374947499
2021-07-31 00:00:00,1464339034800128
2021-07-30 00:00:00,1480215649845248
2021-07-29 00:00:00,1474115454107648
2021-07-28 00:00:00,1463802163888128
2021-07-27 00:00:00,1411250375710037
2021-07-26 00:00:00,1384145075714276
2021-07-25 00:00:00,1385491488309248
2021-07-24 00:00:00,1405940125867122
2021-07-23 00:00:00,1436164049338368
2021-07-22 00:00:00,1525926032339399
2021-07-21 00:00:00,1572224318308352
2021-07-20 00:00:00,1643198652874752
2021-07-19 00:00:00,1641430468526080
2021-07-18 00:00:00,1639157088649216
2021-07-17 00:00:00,1547915698197845
2021-07-16 00:00:00,1498304888875691
2021-07-15 00:00:00,1478447733932032
2021-07-14 00:00:00,1497033757513045
2021-07-13 00:00:00,1619065231638528
2021-07-12 00:00:00,1692454530871751
2021-07-11 00:00:00,1740085062008832
2021-07-10 00:00:00,1748704524500992
2021-07-09 00:00:00,1769004299685433
2021-07-08 00:00:00,1786667740430336
2021-07-07 00:00:00,1801440966446649
2021-07-06 00:00:00,1762693889159623
2021-07-05 00:00:00,1674344085440285
2021-07-04 00:00:00,1555959277158400
2021-07-03 00:00:00,1477602967552000
